adjustment_id,store_id,product_id,employee_id,approving_manager_id,adjustment_datetime,adjustment_type,quantity_before,adjustment_quantity,quantity_after,adjustment_value,reason,reference_document,flagged,flag_reason
ADJ-0001080,PH-005,PRD-00296,EMP-0098,EMP-0090,2026-07-25 08:00:00,Cycle Count,91,2,93,43.46,Cycle Count,,False,
ADJ-0001081,PH-005,PRD-00546,EMP-0092,EMP-0100,2026-07-06 12:00:00,Cycle Count,81,3,84,102.51,Cycle Count,,False,
ADJ-0001082,PH-005,PRD-00145,EMP-0092,EMP-0101,2026-07-10 10:00:00,Shrinkage,35,-3,32,-9.87,Shrinkage,,False,
ADJ-0001083,PH-005,PRD-00235,EMP-0105,EMP-0090,2026-07-28 16:00:00,Cycle Count,65,2,67,53.2,Cycle Count,,False,
ADJ-0001084,PH-005,PRD-00194,EMP-0106,EMP-0091,2026-07-07 14:00:00,Cycle Count,41,3,44,87.03,Cycle Count,,False,
ADJ-0001085,PH-005,PRD-00490,EMP-0099,EMP-0091,2026-07-15 18:00:00,Shrinkage,31,-19,12,-445.93,Shrinkage,,True,Large variance
ADJ-0001086,PH-005,PRD-00164,EMP-0110,EMP-0089,2026-07-16 10:00:00,Shrinkage,4,-3,1,-48.33,Shrinkage,,False,
ADJ-0001087,PH-005,PRD-00519,EMP-0097,EMP-0090,2026-07-08 19:00:00,Shrinkage,20,-3,17,-12.87,Shrinkage,,False,
ADJ-0001088,PH-005,PRD-00723,EMP-0107,EMP-0091,2026-07-25 20:00:00,Shrinkage,43,-1,42,-1.96,Shrinkage,,False,
ADJ-0001089,PH-005,PRD-00252,EMP-0096,EMP-0101,2026-07-01 19:00:00,Shrinkage,54,-2,52,-60.24,Shrinkage,,False,
ADJ-0001090,PH-005,PRD-00009,EMP-0089,EMP-0101,2026-07-28 13:00:00,Shrinkage,53,-1,52,-18.87,Shrinkage,,False,
ADJ-0001091,PH-005,PRD-00084,EMP-0104,EMP-0089,2026-07-15 19:00:00,Shrinkage,12,-2,10,-39.3,Shrinkage,,False,
ADJ-0001092,PH-005,PRD-00035,EMP-0099,EMP-0089,2026-07-27 15:00:00,Cycle Count,2,2,4,62.68,Cycle Count,,False,
ADJ-0001093,PH-005,PRD-00706,EMP-0102,EMP-0100,2026-07-05 21:00:00,Cycle Count,93,2,95,54.34,Cycle Count,,False,
ADJ-0001094,PH-005,PRD-00309,EMP-0095,EMP-0089,2026-07-24 18:00:00,Shrinkage,48,-2,46,-9.52,Shrinkage,,False,
ADJ-0001095,PH-005,PRD-00228,EMP-0102,EMP-0100,2026-07-03 20:00:00,Cycle Count,78,2,80,24.16,Cycle Count,,False,
ADJ-0001096,PH-005,PRD-00298,EMP-0106,EMP-0091,2026-07-03 19:00:00,Shrinkage,72,-1,71,-27.2,Shrinkage,,False,
ADJ-0001097,PH-005,PRD-00707,EMP-0096,EMP-0090,2026-07-24 20:00:00,Cycle Count,35,1,36,31.69,Cycle Count,,False,
ADJ-0001098,PH-005,PRD-00699,EMP-0107,EMP-0089,2026-07-04 21:00:00,Cycle Count,81,3,84,21.09,Cycle Count,,False,
ADJ-0001099,PH-005,PRD-00384,EMP-0091,EMP-0089,2026-07-31 15:00:00,Shrinkage,67,-10,57,-330.1,Shrinkage,,True,Large variance
ADJ-0001100,PH-005,PRD-00134,EMP-0090,EMP-0100,2026-07-22 09:00:00,Cycle Count,75,2,77,2.02,Cycle Count,,False,
ADJ-0001101,PH-005,PRD-00412,EMP-0100,EMP-0089,2026-07-11 09:00:00,Shrinkage,57,-1,56,-10.35,Shrinkage,,False,
ADJ-0001102,PH-005,PRD-00001,EMP-0099,EMP-0089,2026-07-03 10:00:00,Shrinkage,10,-8,2,-276.0,Shrinkage,,True,Large variance
ADJ-0001103,PH-005,PRD-00589,EMP-0107,EMP-0090,2026-07-21 20:00:00,Cycle Count,54,2,56,50.5,Cycle Count,,False,
ADJ-0001104,PH-005,PRD-00239,EMP-0102,EMP-0100,2026-07-25 18:00:00,Shrinkage,80,-1,79,-14.31,Shrinkage,,False,
ADJ-0001105,PH-005,PRD-00575,EMP-0089,EMP-0100,2026-07-29 14:00:00,Cycle Count,36,1,37,30.01,Cycle Count,,False,
ADJ-0001106,PH-005,PRD-00620,EMP-0099,EMP-0101,2026-07-09 12:00:00,Cycle Count,20,3,23,60.87,Cycle Count,,False,
ADJ-0001107,PH-005,PRD-00626,EMP-0106,EMP-0100,2026-07-24 13:00:00,Cycle Count,26,1,27,27.68,Cycle Count,,False,
ADJ-0001108,PH-005,PRD-00601,EMP-0098,EMP-0089,2026-07-25 16:00:00,Shrinkage,45,-3,42,-47.19,Shrinkage,,False,
ADJ-0001109,PH-005,PRD-00156,EMP-0089,EMP-0101,2026-07-05 21:00:00,Cycle Count,8,3,11,85.38,Cycle Count,,False,
ADJ-0001110,PH-005,PRD-00195,EMP-0099,EMP-0101,2026-07-02 16:00:00,Cycle Count,98,2,100,43.84,Cycle Count,,False,
ADJ-0001111,PH-005,PRD-00043,EMP-0089,EMP-0091,2026-07-12 08:00:00,Shrinkage,40,-2,38,-5.06,Shrinkage,,False,
ADJ-0001112,PH-005,PRD-00645,EMP-0098,EMP-0101,2026-07-20 21:00:00,Shrinkage,18,-12,6,-66.0,Shrinkage,,True,Large variance
ADJ-0001113,PH-005,PRD-00021,EMP-0093,EMP-0090,2026-07-29 11:00:00,Shrinkage,81,-9,72,-113.31,Shrinkage,,True,Large variance
ADJ-0001114,PH-005,PRD-00315,EMP-0094,EMP-0101,2026-07-31 15:00:00,Shrinkage,59,-2,57,-19.86,Shrinkage,,False,
ADJ-0001115,PH-005,PRD-00570,EMP-0089,EMP-0101,2026-07-02 16:00:00,Cycle Count,70,1,71,33.74,Cycle Count,,False,
ADJ-0001116,PH-005,PRD-00172,EMP-0094,EMP-0101,2026-07-20 21:00:00,Cycle Count,85,1,86,25.27,Cycle Count,,False,
ADJ-0001117,PH-005,PRD-00528,EMP-0092,EMP-0090,2026-07-19 19:00:00,Cycle Count,61,2,63,44.2,Cycle Count,,False,
ADJ-0001118,PH-005,PRD-00524,EMP-0102,EMP-0100,2026-07-31 13:00:00,Cycle Count,75,2,77,34.48,Cycle Count,,False,
ADJ-0001119,PH-005,PRD-00492,EMP-0098,EMP-0101,2026-07-20 20:00:00,Shrinkage,16,-3,13,-41.91,Shrinkage,,False,
ADJ-0001120,PH-005,PRD-00448,EMP-0096,EMP-0101,2026-07-30 19:00:00,Shrinkage,20,-13,7,-443.04,Shrinkage,,True,Large variance
ADJ-0001121,PH-005,PRD-00200,EMP-0090,EMP-0091,2026-07-24 16:00:00,Cycle Count,0,2,2,57.22,Cycle Count,,False,
ADJ-0001122,PH-005,PRD-00229,EMP-0091,EMP-0089,2026-07-01 12:00:00,Shrinkage,17,-3,14,-71.55,Shrinkage,,False,
ADJ-0001123,PH-005,PRD-00137,EMP-0100,EMP-0090,2026-07-20 13:00:00,Shrinkage,37,-2,35,-60.56,Shrinkage,,False,
ADJ-0001124,PH-005,PRD-00447,EMP-0093,EMP-0091,2026-07-22 15:00:00,Cycle Count,64,1,65,21.91,Cycle Count,,False,
ADJ-0001125,PH-005,PRD-00668,EMP-0098,EMP-0091,2026-07-26 08:00:00,Shrinkage,18,-18,0,-416.16,Shrinkage,,True,Large variance
ADJ-0001126,PH-005,PRD-00052,EMP-0102,EMP-0090,2026-07-30 08:00:00,Shrinkage,80,-15,65,-304.05,Shrinkage,,True,Large variance
ADJ-0001127,PH-005,PRD-00182,EMP-0101,EMP-0101,2026-07-20 21:00:00,Cycle Count,48,3,51,47.85,Cycle Count,,False,
ADJ-0001128,PH-005,PRD-00111,EMP-0089,EMP-0101,2026-07-05 11:00:00,Shrinkage,38,-12,26,-122.4,Shrinkage,,True,Large variance
ADJ-0001129,PH-005,PRD-00498,EMP-0096,EMP-0100,2026-07-27 11:00:00,Shrinkage,38,-12,26,-175.2,Shrinkage,,True,Large variance
ADJ-0001130,PH-005,PRD-00709,EMP-0105,EMP-0100,2026-07-24 16:00:00,Shrinkage,82,-1,81,-27.96,Shrinkage,,False,
ADJ-0001131,PH-005,PRD-00390,EMP-0096,EMP-0091,2026-07-11 15:00:00,Shrinkage,95,-1,94,-9.3,Shrinkage,,False,
ADJ-0001132,PH-005,PRD-00484,EMP-0105,EMP-0091,2026-07-04 19:00:00,Cycle Count,42,3,45,74.64,Cycle Count,,False,
ADJ-0001133,PH-005,PRD-00759,EMP-0100,EMP-0101,2026-07-13 14:00:00,Shrinkage,62,-3,59,-97.35,Shrinkage,,False,
ADJ-0001134,PH-005,PRD-00615,EMP-0098,EMP-0091,2026-07-20 16:00:00,Shrinkage,5,-2,3,-53.84,Shrinkage,,False,
ADJ-0001135,PH-005,PRD-00008,EMP-0098,EMP-0090,2026-07-21 09:00:00,Shrinkage,48,-6,42,-185.52,Shrinkage,,True,Large variance
ADJ-0001136,PH-005,PRD-00191,EMP-0110,EMP-0089,2026-07-16 21:00:00,Shrinkage,62,-14,48,-409.22,Shrinkage,,True,Large variance
ADJ-0001137,PH-005,PRD-00314,EMP-0092,EMP-0091,2026-07-06 17:00:00,Shrinkage,26,-3,23,-25.35,Shrinkage,,False,
ADJ-0001138,PH-005,PRD-00638,EMP-0108,EMP-0089,2026-07-26 20:00:00,Shrinkage,1,-1,0,-13.99,Shrinkage,,False,
ADJ-0001139,PH-005,PRD-00415,EMP-0103,EMP-0100,2026-07-06 15:00:00,Cycle Count,8,3,11,9.0,Cycle Count,,False,
ADJ-0001140,PH-005,PRD-00175,EMP-0096,EMP-0090,2026-07-20 18:00:00,Cycle Count,20,1,21,26.21,Cycle Count,,False,
ADJ-0001141,PH-005,PRD-00729,EMP-0104,EMP-0090,2026-07-31 17:00:00,Shrinkage,32,-2,30,-51.24,Shrinkage,,False,
ADJ-0001142,PH-005,PRD-00514,EMP-0098,EMP-0100,2026-07-13 11:00:00,Cycle Count,2,3,5,39.84,Cycle Count,,False,
ADJ-0001143,PH-005,PRD-00319,EMP-0106,EMP-0090,2026-07-02 09:00:00,Cycle Count,30,3,33,85.02,Cycle Count,,False,
ADJ-0001144,PH-005,PRD-00018,EMP-0098,EMP-0090,2026-07-28 16:00:00,Cycle Count,63,3,66,22.77,Cycle Count,,False,
ADJ-0001145,PH-005,PRD-00649,EMP-0092,EMP-0101,2026-07-06 14:00:00,Shrinkage,47,-6,41,-42.48,Shrinkage,,True,Large variance
ADJ-0001146,PH-005,PRD-00521,EMP-0089,EMP-0090,2026-07-17 15:00:00,Shrinkage,58,-3,55,-55.32,Shrinkage,,False,
ADJ-0001147,PH-005,PRD-00728,EMP-0096,EMP-0089,2026-07-11 16:00:00,Shrinkage,66,-3,63,-63.45,Shrinkage,,False,
ADJ-0001148,PH-005,PRD-00691,EMP-0103,EMP-0091,2026-07-05 14:00:00,Shrinkage,34,-18,16,-211.32,Shrinkage,,True,Large variance
ADJ-0001149,PH-005,PRD-00146,EMP-0094,EMP-0090,2026-07-21 16:00:00,Cycle Count,45,1,46,21.81,Cycle Count,,False,
ADJ-0001150,PH-005,PRD-00161,EMP-0106,EMP-0100,2026-07-19 08:00:00,Shrinkage,99,-14,85,-464.24,Shrinkage,,True,Large variance
ADJ-0001151,PH-005,PRD-00302,EMP-0106,EMP-0091,2026-07-22 10:00:00,Shrinkage,68,-5,63,-163.0,Shrinkage,,True,Large variance
ADJ-0001152,PH-005,PRD-00545,EMP-0108,EMP-0101,2026-07-10 08:00:00,Shrinkage,50,-12,38,-218.88,Shrinkage,,True,Large variance
ADJ-0001153,PH-005,PRD-00397,EMP-0104,EMP-0090,2026-07-12 20:00:00,Shrinkage,28,-3,25,-12.12,Shrinkage,,False,
ADJ-0001154,PH-005,PRD-00416,EMP-0094,EMP-0091,2026-07-27 21:00:00,Cycle Count,3,1,4,30.72,Cycle Count,,False,
ADJ-0001155,PH-005,PRD-00779,EMP-0104,EMP-0101,2026-07-09 08:00:00,Shrinkage,50,-10,40,-229.3,Shrinkage,,True,Large variance
ADJ-0001156,PH-005,PRD-00750,EMP-0109,EMP-0090,2026-07-07 15:00:00,Cycle Count,100,3,103,16.62,Cycle Count,,False,
ADJ-0001157,PH-005,PRD-00679,EMP-0107,EMP-0090,2026-07-12 11:00:00,Shrinkage,74,-12,62,-306.72,Shrinkage,,True,Large variance
ADJ-0001158,PH-005,PRD-00335,EMP-0103,EMP-0091,2026-07-22 17:00:00,Cycle Count,71,2,73,50.98,Cycle Count,,False,
ADJ-0001159,PH-005,PRD-00068,EMP-0105,EMP-0100,2026-07-24 09:00:00,Shrinkage,48,-2,46,-41.9,Shrinkage,,False,
ADJ-0001160,PH-005,PRD-00085,EMP-0093,EMP-0100,2026-07-16 11:00:00,Cycle Count,47,1,48,8.75,Cycle Count,,False,
ADJ-0001161,PH-005,PRD-00593,EMP-0108,EMP-0101,2026-07-25 14:00:00,Cycle Count,65,1,66,9.22,Cycle Count,,False,
ADJ-0001162,PH-005,PRD-00515,EMP-0092,EMP-0101,2026-07-30 20:00:00,Cycle Count,88,2,90,7.7,Cycle Count,,False,
ADJ-0001163,PH-005,PRD-00508,EMP-0107,EMP-0100,2026-07-27 18:00:00,Shrinkage,96,-2,94,-24.0,Shrinkage,,False,
ADJ-0001164,PH-005,PRD-00358,EMP-0093,EMP-0100,2026-07-12 08:00:00,Shrinkage,74,-2,72,-59.66,Shrinkage,,False,
ADJ-0001165,PH-005,PRD-00399,EMP-0107,EMP-0090,2026-07-19 08:00:00,Shrinkage,69,-3,66,-19.8,Shrinkage,,False,
ADJ-0001166,PH-005,PRD-00672,EMP-0097,EMP-0100,2026-07-31 21:00:00,Shrinkage,37,-10,27,-217.1,Shrinkage,,True,Large variance
ADJ-0001167,PH-005,PRD-00079,EMP-0100,EMP-0100,2026-07-29 17:00:00,Shrinkage,96,-14,82,-159.46,Shrinkage,,True,Large variance
ADJ-0001168,PH-005,PRD-00163,EMP-0105,EMP-0101,2026-07-15 11:00:00,Shrinkage,35,-1,34,-23.01,Shrinkage,,False,
ADJ-0001169,PH-005,PRD-00142,EMP-0093,EMP-0091,2026-07-07 11:00:00,Cycle Count,16,1,17,21.38,Cycle Count,,False,
ADJ-0001170,PH-005,PRD-00394,EMP-0102,EMP-0101,2026-07-18 09:00:00,Shrinkage,93,-3,90,-9.96,Shrinkage,,False,
ADJ-0001171,PH-005,PRD-00479,EMP-0094,EMP-0100,2026-07-14 15:00:00,Shrinkage,71,-3,68,-55.95,Shrinkage,,False,
ADJ-0001172,PH-005,PRD-00222,EMP-0090,EMP-0101,2026-07-02 09:00:00,Shrinkage,90,-2,88,-29.82,Shrinkage,,False,
ADJ-0001173,PH-005,PRD-00217,EMP-0105,EMP-0091,2026-07-30 11:00:00,Cycle Count,45,1,46,24.39,Cycle Count,,False,
ADJ-0001174,PH-005,PRD-00641,EMP-0105,EMP-0089,2026-07-31 18:00:00,Shrinkage,74,-13,61,-144.3,Shrinkage,,True,Large variance
ADJ-0001175,PH-005,PRD-00690,EMP-0104,EMP-0100,2026-07-23 08:00:00,Cycle Count,64,2,66,62.4,Cycle Count,,False,
ADJ-0001176,PH-005,PRD-00772,EMP-0090,EMP-0100,2026-07-17 18:00:00,Shrinkage,33,-3,30,-60.69,Shrinkage,,False,
ADJ-0001177,PH-005,PRD-00646,EMP-0092,EMP-0100,2026-07-09 19:00:00,Cycle Count,93,2,95,46.46,Cycle Count,,False,
ADJ-0001178,PH-005,PRD-00279,EMP-0089,EMP-0089,2026-07-26 15:00:00,Shrinkage,71,-11,60,-257.18,Shrinkage,,True,Large variance
ADJ-0001179,PH-005,PRD-00361,EMP-0104,EMP-0101,2026-07-15 21:00:00,Cycle Count,14,3,17,60.6,Cycle Count,,False,
ADJ-0001180,PH-005,PRD-00609,EMP-0103,EMP-0090,2026-07-13 12:00:00,Cycle Count,40,2,42,65.1,Cycle Count,,False,
ADJ-0001181,PH-005,PRD-00650,EMP-0103,EMP-0100,2026-07-22 13:00:00,Shrinkage,19,-7,12,-60.62,Shrinkage,,True,Large variance
ADJ-0001182,PH-005,PRD-00665,EMP-0104,EMP-0090,2026-07-20 12:00:00,Shrinkage,71,-2,69,-67.28,Shrinkage,,False,
ADJ-0001183,PH-005,PRD-00070,EMP-0110,EMP-0101,2026-07-10 17:00:00,Shrinkage,99,-14,85,-235.2,Shrinkage,,True,Large variance
ADJ-0001184,PH-005,PRD-00548,EMP-0103,EMP-0089,2026-07-30 14:00:00,Shrinkage,74,-3,71,-96.27,Shrinkage,,False,
ADJ-0001185,PH-005,PRD-00420,EMP-0101,EMP-0091,2026-07-29 14:00:00,Cycle Count,23,2,25,59.98,Cycle Count,,False,
ADJ-0001186,PH-005,PRD-00226,EMP-0110,EMP-0101,2026-07-27 20:00:00,Cycle Count,66,1,67,30.78,Cycle Count,,False,
ADJ-0001187,PH-005,PRD-00386,EMP-0099,EMP-0089,2026-07-28 11:00:00,Cycle Count,16,3,19,62.76,Cycle Count,,False,
ADJ-0001188,PH-005,PRD-00098,EMP-0110,EMP-0089,2026-07-07 17:00:00,Cycle Count,95,3,98,53.28,Cycle Count,,False,
ADJ-0001189,PH-005,PRD-00376,EMP-0097,EMP-0089,2026-07-11 20:00:00,Cycle Count,26,3,29,4.92,Cycle Count,,False,
ADJ-0001190,PH-005,PRD-00042,EMP-0097,EMP-0101,2026-07-17 19:00:00,Shrinkage,34,-1,33,-26.51,Shrinkage,,False,
ADJ-0001191,PH-005,PRD-00284,EMP-0102,EMP-0090,2026-07-08 13:00:00,Shrinkage,81,-3,78,-82.32,Shrinkage,,False,
ADJ-0001192,PH-005,PRD-00073,EMP-0095,EMP-0089,2026-07-27 18:00:00,Shrinkage,27,-3,24,-55.56,Shrinkage,,False,
ADJ-0001193,PH-005,PRD-00373,EMP-0101,EMP-0089,2026-07-29 18:00:00,Shrinkage,85,-2,83,-35.68,Shrinkage,,False,
ADJ-0001194,PH-005,PRD-00661,EMP-0105,EMP-0089,2026-07-23 13:00:00,Cycle Count,37,1,38,24.44,Cycle Count,,False,
ADJ-0001195,PH-005,PRD-00196,EMP-0107,EMP-0101,2026-07-03 08:00:00,Shrinkage,63,-1,62,-28.31,Shrinkage,,False,
ADJ-0001196,PH-005,PRD-00059,EMP-0105,EMP-0091,2026-07-21 21:00:00,Cycle Count,93,1,94,10.9,Cycle Count,,False,
ADJ-0001197,PH-005,PRD-00108,EMP-0096,EMP-0091,2026-07-12 21:00:00,Shrinkage,70,-15,55,-355.65,Shrinkage,,True,Large variance
ADJ-0001198,PH-005,PRD-00542,EMP-0104,EMP-0090,2026-07-07 10:00:00,Shrinkage,96,-1,95,-16.9,Shrinkage,,False,
ADJ-0001199,PH-005,PRD-00139,EMP-0095,EMP-0100,2026-07-27 11:00:00,Shrinkage,60,-12,48,-188.04,Shrinkage,,True,Large variance
ADJ-0001200,PH-005,PRD-00308,EMP-0104,EMP-0101,2026-07-31 15:00:00,Cycle Count,44,2,46,56.34,Cycle Count,,False,
ADJ-0001201,PH-005,PRD-00297,EMP-0101,EMP-0091,2026-07-16 21:00:00,Shrinkage,48,-3,45,-12.39,Shrinkage,,False,
ADJ-0001202,PH-005,PRD-00266,EMP-0104,EMP-0089,2026-07-04 16:00:00,Shrinkage,30,-1,29,-18.98,Shrinkage,,False,
ADJ-0001203,PH-005,PRD-00773,EMP-0093,EMP-0090,2026-07-14 08:00:00,Shrinkage,22,-3,19,-24.84,Shrinkage,,False,
ADJ-0001204,PH-005,PRD-00097,EMP-0090,EMP-0101,2026-07-29 19:00:00,Cycle Count,95,3,98,104.25,Cycle Count,,False,
ADJ-0001205,PH-005,PRD-00440,EMP-0102,EMP-0101,2026-07-18 19:00:00,Shrinkage,69,-2,67,-22.46,Shrinkage,,False,
ADJ-0001206,PH-005,PRD-00477,EMP-0102,EMP-0101,2026-07-09 17:00:00,Cycle Count,56,3,59,103.08,Cycle Count,,False,
ADJ-0001207,PH-005,PRD-00598,EMP-0105,EMP-0100,2026-07-29 17:00:00,Shrinkage,1,-1,0,-17.87,Shrinkage,,False,
ADJ-0001208,PH-005,PRD-00496,EMP-0098,EMP-0100,2026-07-16 13:00:00,Cycle Count,23,3,26,18.06,Cycle Count,,False,
ADJ-0001209,PH-005,PRD-00167,EMP-0091,EMP-0091,2026-07-15 09:00:00,Shrinkage,86,-15,71,-306.75,Shrinkage,,True,Large variance
ADJ-0001210,PH-005,PRD-00471,EMP-0097,EMP-0091,2026-07-05 11:00:00,Shrinkage,55,-3,52,-100.5,Shrinkage,,False,
ADJ-0001211,PH-005,PRD-00039,EMP-0110,EMP-0100,2026-07-04 16:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0001212,PH-005,PRD-00370,EMP-0108,EMP-0090,2026-07-29 21:00:00,Shrinkage,71,-6,65,-95.64,Shrinkage,,True,Large variance
ADJ-0001213,PH-005,PRD-00763,EMP-0106,EMP-0089,2026-07-22 11:00:00,Cycle Count,18,2,20,1.82,Cycle Count,,False,
ADJ-0001214,PH-005,PRD-00136,EMP-0103,EMP-0100,2026-07-04 08:00:00,Cycle Count,53,2,55,58.58,Cycle Count,,False,
ADJ-0001215,PH-005,PRD-00740,EMP-0089,EMP-0091,2026-07-11 13:00:00,Cycle Count,7,3,10,82.47,Cycle Count,,False,
ADJ-0001216,PH-005,PRD-00629,EMP-0099,EMP-0100,2026-07-07 09:00:00,Cycle Count,34,1,35,27.35,Cycle Count,,False,
ADJ-0001217,PH-005,PRD-00012,EMP-0089,EMP-0090,2026-07-16 19:00:00,Shrinkage,29,-1,28,-0.87,Shrinkage,,False,
ADJ-0001218,PH-005,PRD-00027,EMP-0092,EMP-0089,2026-07-05 09:00:00,Cycle Count,69,3,72,24.21,Cycle Count,,False,
ADJ-0001219,PH-005,PRD-00660,EMP-0097,EMP-0100,2026-07-19 19:00:00,Shrinkage,61,-3,58,-48.57,Shrinkage,,False,
ADJ-0001220,PH-005,PRD-00529,EMP-0096,EMP-0089,2026-07-02 21:00:00,Shrinkage,17,-13,4,-181.35,Shrinkage,,True,Large variance
ADJ-0001221,PH-005,PRD-00793,EMP-0105,EMP-0100,2026-07-15 11:00:00,Shrinkage,88,-5,83,-138.5,Shrinkage,,True,Large variance
ADJ-0001222,PH-005,PRD-00628,EMP-0093,EMP-0089,2026-07-31 08:00:00,Cycle Count,18,2,20,34.92,Cycle Count,,False,
ADJ-0001223,PH-005,PRD-00186,EMP-0099,EMP-0089,2026-07-26 13:00:00,Shrinkage,60,-1,59,-25.05,Shrinkage,,False,
ADJ-0001224,PH-005,PRD-00534,EMP-0098,EMP-0090,2026-07-22 09:00:00,Cycle Count,55,1,56,26.98,Cycle Count,,False,
ADJ-0001225,PH-005,PRD-00733,EMP-0089,EMP-0100,2026-07-31 10:00:00,Shrinkage,85,-14,71,-450.66,Shrinkage,,True,Large variance
ADJ-0001226,PH-005,PRD-00154,EMP-0094,EMP-0089,2026-07-06 10:00:00,Cycle Count,64,1,65,3.39,Cycle Count,,False,
ADJ-0001227,PH-005,PRD-00449,EMP-0102,EMP-0091,2026-07-24 08:00:00,Shrinkage,7,-1,6,-32.71,Shrinkage,,False,
ADJ-0001228,PH-005,PRD-00535,EMP-0092,EMP-0101,2026-07-25 08:00:00,Cycle Count,83,1,84,25.04,Cycle Count,,False,
ADJ-0001229,PH-005,PRD-00041,EMP-0108,EMP-0089,2026-07-17 11:00:00,Shrinkage,57,-3,54,-20.91,Shrinkage,,False,
ADJ-0001230,PH-005,PRD-00760,EMP-0092,EMP-0090,2026-07-07 10:00:00,Shrinkage,41,-6,35,-5.82,Shrinkage,,True,Large variance
ADJ-0001231,PH-005,PRD-00214,EMP-0095,EMP-0101,2026-07-09 20:00:00,Shrinkage,22,-3,19,-8.64,Shrinkage,,False,
ADJ-0001232,PH-005,PRD-00596,EMP-0103,EMP-0089,2026-07-06 21:00:00,Shrinkage,88,-3,85,-35.58,Shrinkage,,False,
ADJ-0001233,PH-005,PRD-00538,EMP-0101,EMP-0101,2026-07-06 09:00:00,Shrinkage,18,-18,0,-478.98,Shrinkage,,True,Large variance
ADJ-0001234,PH-005,PRD-00758,EMP-0109,EMP-0090,2026-07-28 19:00:00,Cycle Count,81,2,83,9.78,Cycle Count,,False,
ADJ-0001235,PH-005,PRD-00664,EMP-0102,EMP-0091,2026-07-17 17:00:00,Shrinkage,18,-12,6,-30.12,Shrinkage,,True,Large variance
ADJ-0001236,PH-005,PRD-00676,EMP-0109,EMP-0100,2026-07-29 12:00:00,Shrinkage,66,-1,65,-28.04,Shrinkage,,False,
ADJ-0001237,PH-005,PRD-00669,EMP-0110,EMP-0100,2026-07-16 17:00:00,Shrinkage,79,-2,77,-30.06,Shrinkage,,False,
ADJ-0001238,PH-005,PRD-00212,EMP-0108,EMP-0100,2026-07-12 08:00:00,Shrinkage,79,-13,66,-289.77,Shrinkage,,True,Large variance
ADJ-0001239,PH-005,PRD-00368,EMP-0107,EMP-0100,2026-07-13 21:00:00,Shrinkage,27,-2,25,-2.32,Shrinkage,,False,
ADJ-0001240,PH-005,PRD-00261,EMP-0109,EMP-0100,2026-07-25 20:00:00,Cycle Count,14,2,16,17.26,Cycle Count,,False,
ADJ-0001241,PH-005,PRD-00392,EMP-0094,EMP-0100,2026-07-28 09:00:00,Shrinkage,6,-2,4,-27.22,Shrinkage,,False,
ADJ-0001242,PH-005,PRD-00334,EMP-0100,EMP-0100,2026-07-20 10:00:00,Cycle Count,2,3,5,68.16,Cycle Count,,False,
ADJ-0001243,PH-005,PRD-00571,EMP-0097,EMP-0100,2026-07-23 20:00:00,Cycle Count,43,3,46,71.43,Cycle Count,,False,
ADJ-0001244,PH-005,PRD-00566,EMP-0107,EMP-0090,2026-07-22 12:00:00,Cycle Count,56,2,58,35.72,Cycle Count,,False,
ADJ-0001245,PH-005,PRD-00588,EMP-0110,EMP-0101,2026-07-10 21:00:00,Cycle Count,30,3,33,4.23,Cycle Count,,False,
ADJ-0001246,PH-005,PRD-00663,EMP-0096,EMP-0089,2026-07-22 18:00:00,Cycle Count,74,3,77,41.37,Cycle Count,,False,
ADJ-0001247,PH-005,PRD-00653,EMP-0093,EMP-0091,2026-07-31 10:00:00,Cycle Count,96,2,98,13.62,Cycle Count,,False,
ADJ-0001248,PH-005,PRD-00083,EMP-0096,EMP-0089,2026-07-06 18:00:00,Cycle Count,58,3,61,32.94,Cycle Count,,False,
ADJ-0001249,PH-005,PRD-00178,EMP-0109,EMP-0101,2026-07-27 15:00:00,Shrinkage,29,-1,28,-15.95,Shrinkage,,False,
ADJ-0001250,PH-005,PRD-00436,EMP-0107,EMP-0101,2026-07-04 12:00:00,Cycle Count,49,1,50,26.82,Cycle Count,,False,
ADJ-0001251,PH-005,PRD-00761,EMP-0091,EMP-0101,2026-07-20 13:00:00,Shrinkage,2,-2,0,-15.62,Shrinkage,,True,Large variance
ADJ-0001252,PH-005,PRD-00623,EMP-0101,EMP-0091,2026-07-13 19:00:00,Shrinkage,33,-3,30,-91.62,Shrinkage,,False,
ADJ-0001253,PH-005,PRD-00701,EMP-0096,EMP-0091,2026-07-25 17:00:00,Cycle Count,65,2,67,10.22,Cycle Count,,False,
ADJ-0001254,PH-005,PRD-00695,EMP-0105,EMP-0101,2026-07-04 20:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0001255,PH-005,PRD-00788,EMP-0094,EMP-0091,2026-07-02 09:00:00,Shrinkage,20,-2,18,-26.72,Shrinkage,,False,
ADJ-0001256,PH-005,PRD-00293,EMP-0093,EMP-0101,2026-07-26 18:00:00,Cycle Count,81,3,84,69.93,Cycle Count,,False,
ADJ-0001257,PH-005,PRD-00094,EMP-0096,EMP-0100,2026-07-19 19:00:00,Shrinkage,14,-14,0,-316.4,Shrinkage,,True,Large variance
